x,y,z,height,multiplicity
0.4625,0.925,0.0,43.54228219284362,6
0.45416666666666666,0.0,0.10833333333333334,41.53921096498289,12
0.8958333333333334,0.4125,0.9166666666666666,9.088191873844496,24
0.058333333333333334,0.5916666666666667,0.85,7.817678888984111,24
0.4625,0.4625,0.7583333333333333,6.8738909624038484,12
0.0,0.4,0.09166666666666666,6.14102083937057,12
0.6041666666666666,0.5083333333333333,0.13333333333333333,6.057495654831239,24
0.36666666666666664,0.49166666666666664,0.8166666666666667,5.978972249317744,24
0.7833333333333333,0.5041666666666667,0.3333333333333333,5.7211031054154535,24
0.3541666666666667,0.8375,0.825,5.674932049131642,24
0.5166666666666667,0.0375,0.11666666666666667,5.485978978341486,24
0.0375,0.4708333333333333,0.0,5.341372760460393,12
0.6916666666666667,0.5083333333333333,0.275,5.329711775215765,24
0.8083333333333333,0.4791666666666667,0.225,5.201016842016356,24
0.11666666666666667,0.6541666666666667,0.7583333333333333,5.187192796599094,24
0.25,0.7541666666666667,0.5416666666666666,5.174365322576713,24
0.5041666666666667,0.7833333333333333,0.5833333333333334,5.078395153811743,24
0.8541666666666666,0.5333333333333333,0.2916666666666667,4.84253449935385,24
0.24583333333333332,0.7541666666666667,0.7083333333333334,4.703641794448988,12
0.30833333333333335,0.49583333333333335,0.5416666666666666,4.339216467737066,24
0.8541666666666666,0.42916666666666664,0.6416666666666667,4.19157366309638,24
0.4041666666666667,0.8083333333333333,0.4083333333333333,3.722932994395835,12
0.075,0.4083333333333333,0.5,2.6354439071804725,12
0.21666666666666667,0.6083333333333333,0.0,2.5144891212515645,6
0.7416666666666667,0.5375,0.0,2.507486276520579,12
0.0,0.0,0.6666666666666666,1.9708628567592767,2
0.6666666666666666,0.3333333333333333,0.7666666666666667,1.897091420967417,4
0.6541666666666667,0.3458333333333333,0.26666666666666666,1.825920480227264,12
0.6208333333333333,0.24166666666666667,0.0,1.815554484981688,6
0.6375,0.3375,0.3333333333333333,1.7035305919866988,24
0.45,0.14583333333333334,0.0,1.6620747601596693,12
0.6666666666666666,0.3333333333333333,0.6416666666666667,1.5714940773986328,4
0.9208333333333333,0.32916666666666666,0.975,1.5661872087901814,24
0.45,0.725,0.0,1.5538855704674177,6
0.7333333333333333,0.26666666666666666,0.058333333333333334,1.4980447903282708,12
0.85,0.85,0.5333333333333333,1.4896307304702645,12
0.19583333333333333,0.8083333333333333,0.23333333333333334,1.4847191276328098,24
0.6166666666666667,0.6166666666666667,0.30833333333333335,1.4677361174706174,12
0.7583333333333333,0.37916666666666665,0.39166666666666666,1.466781569517837,12
0.7125,0.3958333333333333,0.6416666666666667,1.4584533938854838,24
0.3875,0.3875,0.0,1.4139661686912386,6
0.016666666666666666,0.8666666666666667,0.0,1.4060381303868812,12
0.6583333333333333,0.6583333333333333,0.7666666666666667,1.3717083863295738,12
0.6916666666666667,0.30833333333333335,0.7333333333333333,1.364620325822996,12
0.5,0.5,0.35833333333333334,1.3479152185235346,6
0.8666666666666667,0.2916666666666667,0.03333333333333333,1.3437566086524864,24
0.425,0.35833333333333334,0.44166666666666665,1.339516367595928,24
0.2,0.8041666666666667,0.55,1.3015435312359338,24
0.44166666666666665,0.7375,0.95,1.2695337040461143,24
0.2,0.1,0.4166666666666667,1.2556399810927656,12
0.0375,0.075,0.0,1.242548526221968,6
0.8208333333333333,0.0,0.44166666666666665,1.2233288824679567,12
0.9083333333333333,0.09166666666666666,0.85,1.1965829062204234,12
0.5375,0.4625,0.25833333333333336,1.1959806994461408,12
0.5375,0.4791666666666667,0.7083333333333334,1.1917744584764205,24
0.6333333333333333,0.36666666666666664,0.45,1.1914137654814831,12
0.6458333333333334,0.2708333333333333,0.6083333333333333,1.1832014956192674,24
0.7541666666666667,0.5583333333333333,0.9166666666666666,1.15220126014981,24
0.2875,0.5791666666666667,0.041666666666666664,1.1503614479009872,24
0.3958333333333333,0.19583333333333333,0.5,1.1418041000163925,12
0.15416666666666667,0.0,0.075,1.140770216435464,12
0.06666666666666667,0.9333333333333333,0.5,1.1256712269270532,6
0.85,0.925,0.275,1.1244757301692132,12
0.375,0.1625,0.8083333333333333,1.096542779732678,24
0.5291666666666667,0.6,0.5333333333333333,1.085458281233254,24
0.8458333333333333,0.9625,0.5,1.076203815191293,12
0.9875,0.6333333333333333,0.725,1.0647517653214775,24
0.7833333333333333,0.8125,0.45,1.0291444218386434,24
0.7,0.36666666666666664,0.39166666666666666,1.0216866884292932,24
0.37916666666666665,0.1875,0.31666666666666665,1.0210257482503506,24
0.825,0.6458333333333334,0.875,1.0196701271706503,24
0.8333333333333334,0.6125,0.55,1.0156122473150948,24
0.9125,0.05416666666666667,0.5,1.0116048528106332,12
0.9208333333333333,0.4625,0.31666666666666665,0.9980488512685954,24
0.9541666666666667,0.0,0.725,0.9979587550112128,12
0.35,0.2375,0.2833333333333333,0.9871295902000039,24
0.7291666666666666,0.0,0.75,0.98375244416592,12
0.14583333333333334,0.7916666666666666,0.0,0.9768130087447023,12
0.7125,0.3541666666666667,0.5,0.9766472816839823,12
0.6,0.65,0.5916666666666667,0.9647508313407329,24
0.16666666666666666,0.38333333333333336,0.2833333333333333,0.9641468585639901,24
0.05416666666666667,0.2125,0.5333333333333333,0.9539218234493457,24
0.19583333333333333,0.1,0.6666666666666666,0.9505779665883888,24
0.05416666666666667,0.9458333333333333,0.0,0.946648539822378,6
0.6,0.7666666666666667,0.5,0.945191884183816,12
0.0875,0.17083333333333334,0.7833333333333333,0.9360027933038038,24
0.0,0.0,0.1,0.9351726663708455,2
0.05,0.9541666666666667,0.39166666666666666,0.9335270312178876,24
0.37083333333333335,0.7416666666666667,0.7916666666666666,0.9316320341201942,12
0.9833333333333333,0.3,0.5,0.9213097640673876,12
0.20416666666666666,0.0,0.38333333333333336,0.920901989950261,12
0.24583333333333332,0.7041666666666667,0.0,0.9183145763918957,12
0.020833333333333332,0.17916666666666667,0.5166666666666667,0.9180965916582529,24
0.18333333333333332,0.3625,0.5,0.9127218867467748,12
0.04583333333333333,0.6166666666666667,0.4083333333333333,0.9117311594123948,24
0.7583333333333333,0.7583333333333333,0.725,0.9031262713159591,12
0.35,0.35,0.325,0.8983969938054163,12
0.3333333333333333,0.6333333333333333,0.8,0.8979184112421386,24
0.7166666666666667,0.7166666666666667,0.31666666666666665,0.8947984671303596,12
0.09166666666666666,0.0,0.5,0.8879132734023978,6
0.1,0.19583333333333333,0.75,0.8816093825883069,24
0.6375,0.2708333333333333,0.3,0.8794609666983373,24
0.6708333333333333,0.8458333333333333,0.225,0.8736271915958063,24
0.0,0.7,0.20833333333333334,0.8729643575924422,12
0.9291666666666667,0.31666666666666665,0.1,0.8701354526081162,24
0.025,0.7041666666666667,0.7333333333333333,0.8675913432103257,24
0.04583333333333333,0.6958333333333333,0.125,0.8674457891765412,24
0.2708333333333333,0.025,0.8,0.8657150204663792,24
0.7958333333333333,0.7791666666666667,0.31666666666666665,0.8651143232879784,24
0.7791666666666667,0.44166666666666665,0.175,0.8634798750783226,24
0.2,0.4,0.6166666666666667,0.8633792780049323,12
0.9458333333333333,0.1125,0.7666666666666667,0.8543943823640117,24
0.3458333333333333,0.10833333333333334,0.0,0.850433647072568,12
0.7416666666666667,0.6083333333333333,0.5,0.8489939504052094,12
0.3333333333333333,0.7208333333333333,0.5333333333333333,0.844498979230569,24
0.7083333333333334,0.9791666666666666,0.5,0.8416647671886471,12
0.8708333333333333,0.05,0.5,0.8338252076125436,12
0.9625,0.17083333333333334,0.3416666666666667,0.8337675791488081,24
0.8,0.9291666666666667,0.5333333333333333,0.8292928978050343,24
0.4375,0.95,0.6416666666666667,0.8268883518356872,24
