x,y,z,height,multiplicity
0.46875,0.9296875,0.0,26.85702866486638,12
0.453125,0.0,0.109375,26.792915285797665,12
0.484375,0.8984375,0.921875,5.528423459340855,24
0.9375,0.40625,0.15625,5.075100180537648,24
0.5390625,0.5390625,0.234375,4.980584289905614,12
0.75,0.25,0.453125,4.159494187688369,12
0.0,0.3984375,0.90625,4.0549854408172,12
0.5234375,0.359375,0.171875,3.886287429818937,24
0.4375,0.9609375,0.0,3.7896077341753687,12
0.4921875,0.125,0.8125,3.7122967764270602,24
0.21875,0.71875,0.421875,3.6712116334548455,24
0.5,0.25,0.703125,3.5751799750150464,12
0.515625,0.7265625,0.328125,3.504784365228138,24
0.6875,0.5078125,0.28125,3.494891823244383,24
0.515625,0.0390625,0.890625,3.4247345700943392,24
0.5234375,0.328125,0.78125,3.3672890777199145,24
0.34375,0.4609375,0.25,3.2660309300348023,24
0.1484375,0.6796875,0.703125,3.153611220691199,24
0.5,0.1875,0.46875,2.987447089887253,24
0.0,0.0,0.109375,2.9828944730768443,2
0.3984375,0.4921875,0.859375,2.763960780223273,24
0.4296875,0.859375,0.375,2.7231161089614284,12
0.40625,0.59375,0.390625,2.495259173282703,12
0.0,0.0,0.59375,1.8293337734568278,2
0.34375,0.34375,0.0,1.5391344279367218,6
0.828125,0.828125,0.5,1.51385020991925,6
0.8203125,0.9609375,0.5,1.3677492065940078,12
0.4609375,0.921875,0.703125,1.3335572509861702,12
0.8515625,0.21875,0.5,1.2679843740399133,12
0.6796875,0.328125,0.0,1.163359591270212,12
0.6328125,0.8359375,0.0,1.017924440828992,12
0.3046875,0.609375,0.5,1.011354134207938,6
0.5,0.5,0.5,0.9908788401555205,3
0.0,0.0,0.328125,0.8792058794946548,2
0.4765625,0.2109375,0.5,0.69382467622737,12
0.734375,0.4609375,0.5,0.6909654744194451,12
0.015625,0.9921875,0.03125,0.6788383092475041,24
0.96875,0.0,0.875,0.632024920582886,12
0.8828125,0.3203125,0.0,0.6289056922500423,12
0.9765625,0.953125,0.0,0.6269362367399288,6
0.859375,0.6796875,0.0,0.6187448133616398,12
0.0,0.953125,0.5,0.6175487268441235,6
0.8125,0.625,0.578125,0.6163662758867581,12
0.1015625,0.0390625,0.0,0.6060361626078649,12
0.421875,0.3359375,0.0,0.602692240715883,12
0.34375,0.65625,0.3125,0.6020939338093151,12
0.2734375,0.7265625,0.0625,0.6013918040163465,12
0.0546875,0.1875,0.375,0.6011903778331789,24
0.0,0.0859375,0.546875,0.5960673291524395,12
0.40625,0.8125,0.0,0.595064368212858,6
0.90625,0.09375,0.5,0.5945114764518482,6
0.890625,0.9296875,0.5,0.5937787257991166,12
0.2734375,0.7265625,0.0,0.5914086300651434,6
0.21875,0.7734375,0.5,0.5905817521499034,12
0.9375,0.875,0.953125,0.5879780660889239,12
0.3984375,0.0546875,0.46875,0.586025816290235,24
0.796875,0.3828125,0.0,0.580185945096392,12
0.6171875,0.6171875,0.0,0.5781092810097797,6
0.3203125,0.640625,0.234375,0.5776787893906247,12
0.75,0.71875,0.5,0.5774148502740661,12
0.34375,0.34375,0.40625,0.5768833261187414,12
0.171875,0.828125,0.96875,0.5691334026885586,12
0.6953125,0.390625,0.25,0.5672399453038182,12
0.1875,0.8046875,0.5,0.5665799823233008,12
0.9375,0.7109375,0.953125,0.5665422765647403,24
0.046875,0.09375,0.4375,0.5657868232492796,12
0.421875,0.71875,0.46875,0.5652810537213636,24
0.6953125,0.90625,0.0,0.5649135731458689,12
0.8671875,0.6171875,0.96875,0.5641356455693572,24
0.828125,0.9140625,0.953125,0.5602796467125551,12
0.28125,0.28125,0.46875,0.5600767434815724,12
0.6171875,0.234375,0.59375,0.5600040209605364,12
0.7421875,0.625,0.921875,0.5590078018559215,24
0.0,0.7578125,0.546875,0.5584141961702581,12
0.8125,0.59375,0.5,0.5573269457787453,12
0.1875,0.8125,0.671875,0.5560413505046742,12
0.1953125,0.1171875,0.390625,0.5557923498530651,24
0.0625,0.6484375,0.4375,0.5548352780789919,24
0.875,0.25,0.25,0.5541793151822333,24
0.0,0.8671875,0.0,0.5535835390737726,6
0.15625,0.28125,0.671875,0.5524627563581328,24
0.90625,0.8125,0.578125,0.552012335789842,12
0.6328125,0.34375,0.34375,0.5513706407367323,24
0.078125,0.7421875,0.65625,0.5510387285008153,24
0.890625,0.140625,0.546875,0.5506542908655326,24
0.3359375,0.703125,0.265625,0.5499955739044485,24
0.2734375,0.15625,0.265625,0.5497235384872612,24
0.6484375,0.5,0.75,0.5495357361283805,24
0.734375,0.3671875,0.71875,0.5491266226645556,12
0.8046875,0.609375,0.78125,0.5482133390394647,12
0.625,0.84375,0.28125,0.5470859111365515,24
0.765625,0.1640625,0.890625,0.5465939814715209,24
0.578125,0.7890625,0.03125,0.5465040532890393,12
0.21875,0.03125,0.375,0.5463418121462543,24
0.1875,0.8203125,0.71875,0.5460278348863812,24
0.265625,0.25,0.5625,0.5456125949625963,24
0.0703125,0.640625,0.5,0.5446873863575696,12
0.8515625,0.1484375,0.703125,0.5438901148140103,12
0.2109375,0.921875,0.5,0.5438577993363441,12
0.7109375,0.1171875,0.96875,0.5429394635194875,24
