1.000000000000000000e+00,2.044379396629054213e+01,5.619928237571407408e+02,1.304184882677871542e+02,3.782321428571428896e+02,2.412412067418912898e+01,2.971896983145271065e+00,8.690312499999999218e+00,5.700000000000000000e+01,-8.999999999999998579e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,3.356178816279545285e-04,7.979865085744469733e-04,-9.297392365503753808e-04,-6.607862083792027941e-04,-2.480985951340414220e-04,-1.562061700837169553e-04
1.000000000000000000e+00,2.651339215514982683e+01,5.708492530794093227e+02,1.542715820739058472e+02,1.022053571428571331e+03,6.502678431029964656e+01,6.006696077574910753e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,2.583782012386265370e-04,7.834891585773023914e-04,-7.999340336932725393e-04,-6.617348172480927437e-04,-1.189855956534591197e-04,-7.601490782027653381e-05
1.000000000000000000e+00,3.880446043611775053e+01,5.923332919755574721e+02,1.981229566673904401e+02,5.756964285714285552e+02,6.359179875306305973e+01,1.215223021805887349e+01,8.690312500000000995e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.127013811085542105e-04,5.036116725024436525e-04,-8.125409998274157886e-04,-6.420256473922969498e-04,-9.357405773811888761e-05,-1.853572477692466691e-04
1.000000000000000000e+00,5.104392344300458717e+01,6.187063598343601143e+02,2.377923525412554682e+02,8.667678571428571104e+02,6.871542471002697994e+01,1.827196172150229714e+01,8.690312499999999218e+00,5.700000000000000000e+01,-8.999999999999998579e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,-1.117740867847827335e-04,-5.627291607748774460e-05,-4.526312062512749534e-04,-6.904430355123558627e-04,-3.276204509256863684e-04,8.074380267064640293e-05
1.000000000000000000e+00,4.487419554136847921e+01,4.876417906605570920e+02,3.081393193636409933e+01,6.936785714285714448e+02,2.153202388920352206e+01,1.518709777068424138e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+00,3.425841485968639244e-04,1.353309603301544595e-03,-7.294097470299520936e-04,-6.669238714485381525e-04,-5.629663080395780339e-04,1.643872962431291995e-05
1.000000000000000000e+00,4.814008031586406844e+01,5.032212735801303438e+02,6.358919110451186185e+01,1.058321428571428442e+03,6.282087537542604849e+01,1.682004015793203777e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,1.772251507675681736e-04,1.319211846903492469e-03,-6.681468457542250050e-04,-8.160164923353696587e-04,-4.089609701757868088e-04,1.977530095820245748e-05
1.000000000000000000e+00,5.601927454848991772e+01,5.338753983912582726e+02,1.201214144786765843e+02,3.529821428571428328e+02,1.445449486517934012e+01,2.075963727424495531e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,2.103190414356054250e-04,1.101658198211424855e-03,-5.092079150780248753e-04,-7.139930394644417033e-04,-2.443985424749189894e-04,6.564838674694151166e-05
1.000000000000000000e+00,6.034506897261684344e+01,5.495156818337793538e+02,1.451684853476082822e+02,5.203928571428571104e+02,4.909162034177476386e+01,2.292253448630842172e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000001421e+01,-5.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.231172269469977598e-04,7.358292191973064833e-04,-6.137709602108687434e-04,-6.537574800467849112e-04,-4.141216164033761915e-04,-9.256778074662186384e-05
1.000000000000000000e+00,6.918316180453454933e+01,5.820355954499729023e+02,1.900657742010369020e+02,4.615357142857142776e+02,4.503985142768706851e+01,2.734158090226727822e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000001421e+01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.500418545293205508e-07,7.709081038587972667e-04,-2.393901907916662353e-04,-7.657646121885623713e-04,2.215182436304807823e-05,1.818912966147223642e-04
1.000000000000000000e+00,8.298656558336585931e+01,6.347451920396903233e+02,2.493826857684375398e+02,6.406785714285712174e+02,5.655047661519594016e+01,3.424328279168292255e+01,8.690312500000000995e+00,5.700000000000000000e+01,-9.000000000000001421e+01,-5.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-4.926738884143133657e-04,2.190877144120362274e-05,-4.051586842166443603e-04,-1.059608286153451706e-03,-1.173437055466686196e-04,-1.179086829420361582e-04
