run,h,k,l,omega,x,y,module,lp,d,counts,sigma_counts,I,sigma,background,nframes,dx,dy,domega
1.0,-3.0,0.0,-10.0,36.88695580007854,189.68786243299388,15.624938457610199,0.0,0.28229073347727845,1.0382602699792653,136.88636363636363,12.24571290305845,38.64175199394654,3.456851277356543,8.113636363636363,4,0.0,0.0,0.0
1.0,-2.0,-1.0,-13.0,35.583780129176034,36.629548639688636,9.943161698538177,0.0,0.6103783895924281,0.8905708689450053,114.99398556535685,12.114954745655819,70.18984372219744,7.394706567638543,20.006014434643145,4,0.0,0.0,0.0
1.0,-2.0,0.0,-12.0,25.15806597247098,114.72991283844246,15.212420429410827,0.0,0.44275884510308344,0.9676028115870667,55.325842696629216,7.975266652090574,24.496006216714417,3.5311198522687572,4.674157303370786,5,0.0,0.0,0.0
1.0,-2.0,0.0,-11.0,29.284226081227473,138.29701949414385,51.34015892917563,0.0,0.39571393675435873,1.0445033321115442,212.62790697674419,15.289685172950403,84.13982613360702,6.050341511522952,13.372093023255815,5,0.0,0.0,0.0
1.0,-2.0,0.0,-10.0,33.7495163506394,160.64542977625456,83.33213912547325,0.0,0.3496012982362041,1.133526404446636,131.22988505747125,12.118557117435014,45.87813818347979,4.236663301004873,9.770114942528735,5,0.0,0.0,0.0
1.0,-2.0,1.0,-11.0,5.085920662228915,185.99312026203856,12.030551747687582,0.0,0.2898453948626513,1.0290254948320743,328.3023255813954,18.679959790711145,95.15691719246627,5.414300321557121,12.697674418604649,5,-0.6819304735358003,-1.5165295730858865,0.12639183194792292
1.0,-2.0,1.0,-10.0,6.599738074284858,208.11344468308152,46.194204365048336,0.0,0.2451723442128602,1.1138167856352947,235.80459770114942,15.820389184999739,57.812765994561225,3.878721902846167,9.195402298850574,4,-0.028600465514216467,-1.4042026047948681,-0.10730716423381015
1.0,-2.0,1.0,-9.0,7.5629786684728515,230.17133618737603,76.61914381092589,0.0,0.1998268026157708,1.2118575213329004,335.55172413793105,18.689841581968967,67.05222814669192,3.734731284720138,8.448275862068964,5,-0.17422128521852187,-0.7512938360136872,0.18495158742278228
1.0,-2.0,1.0,-8.0,7.593862953377595,252.47318631488133,104.0402730599601,0.0,0.153671148496169,1.3257688228157283,58.96551724137932,8.409613150511765,9.061298756153414,1.292314911247629,7.0344827586206895,4,0.0,0.0,0.0
1.0,-2.0,1.0,-7.0,5.661176942944849,275.688291700067,128.9992543070563,0.0,0.10569711164023732,1.4584673744513845,1401.1818181818182,37.75749063660817,148.10087106463436,3.9908577030727885,15.818181818181818,5,0.0,0.0,0.0
1.0,-2.0,1.0,-6.0,-2.7349594160694437,302.62224669371665,151.75668049317898,0.0,0.050509418248912544,1.612772447626881,3244.8505747126437,57.2257399121687,163.89551483338516,2.8904388318272165,19.14942528735632,5,0.0,0.0,0.0
1.0,-1.0,-1.0,-13.0,32.31584419401818,11.946060644276287,75.66450083794774,0.0,0.6767126878304047,0.9241640359676632,134.58426966292137,12.719438594800405,91.07488286328751,8.607405479181168,17.415730337078653,5,0.0,0.0,0.0
1.0,-1.0,-1.0,-12.0,36.05352627182077,41.545728471536876,110.12642259962877,0.0,0.6167034810352967,0.9968927066378571,3.3488372093023253,3.3452823509491183,2.0652395643972725,2.0630472708762624,4.651162790697675,4,0.0,0.0,0.0
1.0,-1.0,0.0,-13.0,20.073994765911294,50.79367022306161,43.39570689613805,0.0,0.5859391525604968,0.9354467849348157,21.545454545454547,5.437990027316166,12.62432537789434,3.1863312682380673,4.454545454545455,4,0.0,0.0,0.0
1.0,-1.0,0.0,-12.0,23.121834486464536,79.1516597779816,79.44946404811373,0.0,0.5288807220844206,1.0110934844550477,122.77272727272728,11.781805906278677,64.93212865227365,6.231170015171158,10.227272727272727,4,0.0,0.0,0.0
1.0,-1.0,0.0,-11.0,26.22910861939951,105.75119121571693,111.25012824596405,0.0,0.4731306395350265,1.099804505885324,156.14285714285714,13.397380188617749,73.87596985882628,6.338711056734609,14.85714285714286,5,0.0,0.0,0.0
1.0,-1.0,0.0,-10.0,29.444925295227335,130.94218924242372,139.69779677272874,0.0,0.41899437824921726,1.2051974774670053,309.632183908046,18.227928175469877,129.734144382499,7.637399432652391,14.367816091954023,4,-0.5266921232037589,-0.8044594998671641,0.007320235870313496
1.0,-1.0,0.0,-9.0,32.838081417498785,154.9951996307765,165.47823545050625,0.0,0.36661732161319316,1.332315705082529,77.72727272727273,9.594678277027814,28.496164543570924,3.517575251664224,9.272727272727272,5,0.0,0.0,0.0
1.0,-1.0,0.0,-8.0,36.5123532682191,178.11754786576654,189.12676403283,0.0,0.316047413146458,1.4883724029554413,198.953488372093,14.823524709143774,62.878735336463905,4.684936638037491,13.046511627906977,4,-0.25110554796236784,-0.5927436311053498,0.05608189846508793
1.0,-1.0,1.0,-12.0,6.287329041400426,107.40178416439338,43.43923478882772,0.0,0.462229051092666,0.9970168823619989,3.2222222222222214,3.550399038605849,1.489404720187479,1.6410975786150952,5.777777777777779,5,0.0,0.0,0.0
1.0,-1.0,1.0,-11.0,7.9032976114364715,132.75957178881742,77.36122355165219,0.0,0.4102297261054563,1.0817524676072907,18.655172413793103,5.911455253189669,7.652906269760409,2.425054669400659,10.344827586206895,4,0.0,0.0,0.0
1.0,-1.0,1.0,-10.0,9.234164002333785,157.01544389780764,107.53732346216452,0.0,0.3591368390442073,1.1815529806753018,427.69767441860466,21.03928952278523,153.6019908572562,7.555983934948995,9.30232558139535,5,-0.28478439117901644,-0.8901790867100203,0.029400913479829427
1.0,-1.0,1.0,-9.0,10.190598772797301,180.40592856630997,134.73500206827893,0.0,0.30916230678593903,1.3005708992837182,852.0689655172414,29.726818024625565,263.4276069200191,9.190411633899071,19.93103448275862,5,-0.1979058558681288,-0.8745972299674349,0.06974435235698095
1.0,-1.0,1.0,-8.0,10.615643254947344,203.12451186014874,159.54857111499246,0.0,0.2603871732467218,1.4444899169859,1046.25,32.65561520696639,272.43008000938266,8.50310333437464,12.75,4,0.05870487115939227,-0.8263004374635443,0.015534023431484911
1.0,-1.0,1.0,-7.0,10.217985038756524,225.32827849933798,182.4492744778562,0.0,0.2128122675198673,1.6211752100311194,1944.965517241379,44.53188946752829,413.9125219720894,9.47693237452879,24.03448275862069,5,0.260977790814394,-0.7347427910400768,-0.006188804516618518
1.0,-1.0,1.0,-6.0,8.40533697106838,247.13451738594387,203.8199758458583,0.0,0.16641120606409449,1.8415268776930418,150.36363636363637,13.09343409991915,25.022194075455662,2.178894160088287,13.636363636363637,4,0.3649991485756061,-0.8188155287049028,-0.00560771173749508
1.0,-1.0,1.0,-5.0,3.7955422060606736,268.59027741208905,223.98076719026866,0.0,0.12122514686734615,2.1203049075559477,4506.793103448276,67.55596614094587,546.33665586626,8.189481917201627,36.206896551724135,5,0.0,0.0,0.0
1.0,0.0,-1.0,-12.0,31.328857587612077,14.698233141102492,162.71798755775532,0.0,0.6840709688541479,1.0122953798142924,52.604651162790695,7.956105920422512,35.98531468716471,5.44254108528965,6.395348837209301,5,0.0,0.0,0.0
1.0,0.0,-1.0,-11.0,34.39149922070612,44.07513451991275,190.51996647473663,0.0,0.6200757972186403,1.1013250026887278,149.2906976744186,12.721045660800232,92.57154837779211,7.888012529575429,7.709302325581395,4,0.0,0.0,0.0
1.0,0.0,-1.0,-10.0,37.55264239886742,71.49018860247786,215.68498001570998,0.0,0.5588973223921574,1.2071638292617985,88.34883720930233,9.98250822812623,49.377928552739675,5.5791971194574295,6.651162790697674,4,0.0,0.0,0.0
1.0,0.0,0.0,-13.0,17.61874851653633,12.316060587579756,101.33643384977154,0.0,0.680425904798075,0.9481400792503258,-4.470588235294118,2.4593582306313966,-3.0419040449796295,1.6734110492999608,6.470588235294118,4,0.0,0.0,0.0
1.0,0.0,0.0,-12.0,19.991891799555503,42.9263750366799,133.84861850510757,0.0,0.6167047317872816,1.0271517525211864,349.3894736842105,19.447025849842237,215.4701416577205,11.993072860787288,18.610526315789475,4,-1.3869304169260417,-1.3312628724158913,-0.012797448025054337
1.0,0.0,0.0,-11.0,22.317614848385688,71.421922878819,162.76528616648415,0.0,0.5551590653352206,1.120529184568567,-1.302325581395349,3.694821189662676,-0.7229978525295897,2.0512134782338993,9.30232558139535,5,0.0,0.0,0.0
1.0,0.0,0.0,-10.0,24.602278654665668,98.23561093237272,188.84463102312267,0.0,0.49593404792073065,1.2325821030254234,6.727272727272728,4.6507236395964044,3.336283595103098,2.306452200345678,9.272727272727272,4,0.0,0.0,0.0
1.0,0.0,0.0,-9.0,26.851444471342404,123.70946997480553,212.6702257962962,0.0,0.43902509353873354,1.3695356700282484,-2.9411764705882346,4.1967197604086985,-1.2912502751139219,1.8424652853692802,12.941176470588236,4,0.0,0.0,0.0
