h,k,l,I,sigma,multiplicity,d,absent_212121,Fc2,weight,phase_rad
0,0,2,263.4447846493201,6.676753786492972,3,6.162910515127119,False,299.8057552484606,0.008398749360710894,-3.141592653589793
0,0,4,7322.437695072276,147.760021168145,4,3.0814552575635594,False,7912.21290561228,1.326071409253595e-05,3.141592653589793
0,0,6,128.87487067202545,4.067344842454979,4,2.054303505042373,False,124.72449000707772,0.032408364433645746,-1.5487039052275203e-15
0,0,8,48.2803872508528,2.5433902471080234,4,1.5407276287817795,False,58.02243854724191,0.10906153477399777,3.1415926535897913
0,0,10,5.389840257727298,1.5471869131320672,4,1.2325821030254236,False,2.3321105808477167,0.41599137139499287,3.1415926535897687
0,0,12,218.9614449664309,8.797286957486468,3,1.0271517525211864,False,196.57113462303002,0.008706299613878274,1.3720935182516902e-16
0,0,14,71.48263875219081,6.204521140232701,2,0.8804157878753025,False,51.78435728055348,0.024061378281723816,-3.3590660814604662e-15
0,0,16,18.51547642069245,4.9098270235222,1,0.7703638143908897,False,15.430416053061641,0.04106742323327167,3.141592653589792
0,1,1,397.9809700437867,12.390688394064792,2,5.381972970272544,False,431.33295029092005,0.003200487953908289,-1.570796326794896
0,1,2,7573.335192135401,215.93738057860648,2,4.292591060676327,False,8438.879832050261,9.397212079883579e-06,1.5707963267948963
0,1,3,108.28421299682157,4.470871613091488,3,3.3866629449691765,False,142.21924901451766,0.028239202609325945,1.5707963267948966
0,1,4,2319.3125644535558,39.04038046436764,6,2.739311936817732,False,2305.7654617706607,0.00015803263547831917,-1.5707963267948968
0,1,5,424.6148312140953,7.0644197139615255,8,2.279238446393716,False,414.61846017032366,0.004828114817664985,1.5707963267948974
0,1,6,69.96770249444194,2.653793912554735,8,1.9429413291221795,False,71.79348777721994,0.08618342714479535,-1.5707963267949006
0,1,7,25.00979385321043,1.6410070458289765,7,1.6891646724672054,False,26.10219920181069,0.30403400610244474,-1.5707963267949012
0,1,8,478.8510643439702,8.375252999232496,8,1.4920394891336262,False,443.0252143720202,0.003899540362455084,1.5707963267948957
0,1,9,3.2974500531670303,0.8200029650264061,8,1.3350001152831268,False,3.28345567081449,1.4659839229222327,1.5707963267948948
0,1,10,44.22059058472761,1.819258714822677,9,1.2072180576110076,False,45.94471499039353,0.1937120558564775,-1.5707963267948966
0,1,11,91.16665321151604,3.953800303327261,8,1.10136322132181,False,93.79249834337476,0.04272994833254687,1.570796326794899
0,1,12,29.099263413674755,2.4447126606240386,6,1.0123385489141044,False,29.841100533006646,0.14782326800235573,-1.5707963267948992
0,1,13,48.23302217423112,3.274353376005272,6,0.936464196493954,False,46.235156926161366,0.07873315470265256,-1.5707963267948983
0,1,14,2.248759657500298,1.5310258812835384,4,0.8710337359190727,False,2.137695038276272,0.4258405700622133,1.5707963267949205
0,1,15,64.89779248118677,4.434483246717904,4,0.8140777509656307,False,64.45063936414184,0.042697720313763066,-1.5707963267948974
0,1,16,11.64242479412286,3.0666092799109737,2,0.7640550115960447,False,19.917620427827853,0.10342238634616661,1.5707963267948966
0,2,0,48.29976139392946,4.393333891510512,1,2.99119709804803,False,63.20072220403659,0.04473586807335683,-3.141592653589793
0,2,1,58.00926308114205,4.790360609811128,1,2.9066563790529565,False,73.9681456301253,0.036779677792485546,-7.694450901698088e-16
0,2,2,2417.097664540151,70.72811779594169,2,2.690986485136272,False,2310.725673654472,0.00010043602704877369,3.141592653589793
0,2,3,954.0292708911436,29.524114803770058,2,2.418215481728403,False,1006.8365303170439,0.0005706461406619536,-3.2238819787467957e-16
0,2,4,66.86509079677504,3.4772110537735963,5,2.14624067701342,False,66.43609476993724,0.062187183570457064,-2.9457579222579137e-16
0,2,5,139.06172329063233,3.891537435621383,5,1.90231726019772,False,140.49499192049538,0.030498662887290078,3.1415926535897927
0,2,6,2707.3675385927545,97.81569521672228,6,1.6933314724845887,False,2538.149014798688,6.399405410703667e-05,-3.9918894046035983e-16
0,2,7,294.5474186986692,7.412105604060492,6,1.5174318644215516,False,295.6876157321353,0.007494842242263592,-3.141592653589792
0,2,8,1.8328311575608711,1.1230669963134552,7,1.3697238566863834,False,3.1483123943143045,0.7887130600517834,-3.1415926535897873
0,2,9,277.682742996427,6.768468952660628,6,1.2452220495702775,False,267.29598425100994,0.00894525951417542,-2.712673986584369e-16
0,2,10,265.6950405023314,8.077402165191826,4,1.139619223196858,False,228.75066718164652,0.00850733952002605,3.141592653589793
0,2,11,5.107727357011076,1.8513224028783115,4,1.049319026566237,False,1.8000404310672928,0.29112274874217803,3.14159265358978
0,2,12,27.80948451213698,4.15304281120381,4,0.9714706645610898,False,28.65285635149795,0.05564142039227089,-3.14159265358979
0,2,13,152.05802827160107,16.016471676103393,3,0.9037990836714084,False,156.86111016430226,0.0035942458380178437,3.1415926535897913
0,2,14,3.955771283571709,2.60675339503062,2,0.8445906925193911,False,5.737845889413428,0.14664957593171743,3.14159265358979
0,3,1,32.167649432076,4.219402477095402,1,1.968455898199728,False,32.047882871578274,0.05339024086614963,1.5707963267948966
0,3,2,2.282931711114122,1.7513578970849744,2,1.897282990170848,False,2.3627503567018064,0.32550320892909923,-1.5707963267948948
0,3,3,64.51611218096299,4.298817609846719,2,1.7939909900908482,False,61.098214214367694,0.04552495358928151,-1.5707963267948981
0,3,4,604.83556843545,62.348092508906326,3,1.674086562850552,False,573.8233636671201,0.00023841286281403915,-1.570796326794897
0,3,5,218.2382622885245,4.899667209045591,7,1.5503551424247095,False,229.56471506041217,0.014308324554061414,1.570796326794896
0,3,6,56.03365136413738,2.318508523998859,6,1.430863686892109,False,55.19155147087736,0.12277584363734104,1.5707963267948981
0,3,7,287.5520075192693,6.726788668169853,6,1.3199099589359264,False,267.79971465106786,0.008848980043011098,-1.570796326794897
0,3,8,85.02535962503659,3.3110201704679483,6,1.2192115119143192,False,77.31004293228612,0.05985929140512042,1.5707963267948974
0,3,9,95.54869541172128,4.442163709979653,4,1.128932549828903,False,104.6437519443613,0.034452642324227026,-1.5707963267948983
0,3,10,27.056125545311225,2.48870797557129,4,1.0484637992981312,False,28.281183034327988,0.1450774125712007,-1.5707963267948992
0,3,11,217.18417433971717,9.772917310523654,4,0.9768705965557594,False,218.69421069477892,0.007227713533233469,1.5707963267948966
0,3,12,11.69440130978196,1.8647719581289912,4,0.913135660135419,False,11.140227149963634,0.278334141888226,1.5707963267948952
0,3,13,5.461435595548991,3.218339848032979,2,0.8562791763483452,False,0.6644138101404798,0.09650346603715897,-1.5707963267948921
0,3,14,2.7924677421209463,3.018928454265436,2,0.8054108177701523,False,2.6214075695790306,0.10964448597170581,1.5707963267949028
0,4,0,532.2197054493162,18.97626904666612,2,1.495598549024015,False,478.37198872057894,0.0017188053061464941,-8.431251729511209e-16
0,4,1,403.2480444868221,12.432752089046703,3,1.4846936212498925,False,407.34556145391406,0.003301303297295694,3.141592653589792
0,4,2,29.01095833449902,2.317890728781444,4,1.4534133566244154,False,31.747964174693667,0.16055564303477737,1.5738851505804799e-15
0,4,3,-0.6916613749347976,1.2364491603704844,4,1.4053822771793256,False,0.4754792528967027,0.6540663126110131,-3.1415926535897656
0,4,4,37.93180481819773,2.7367106402994983,4,1.3454932425681363,False,44.14599704875932,0.11009795981594532,3.141592653589791
0,4,5,16.603742511617778,2.0304803226079016,4,1.2786739434400398,False,17.41970333259203,0.22792089848649905,-1.3575585085481703e-15
0,4,6,119.94709680949732,3.842958064686046,6,1.2090587066293357,False,115.26251859585116,0.03696669330226916,3.141592653589793
0,4,7,91.60319898099698,4.368693205311705,3,1.139861404065057,False,99.59758937703538,0.036308398948569284,3.1415926535897922
0,4,8,148.19022542531067,15.502993044710236,4,1.0731477651690815,False,134.76437682230062,0.0038791005709141067,3.1415926535897927
0,4,9,86.53673915206238,8.10285485038575,3,1.010082588058527,False,88.26314746489373,0.01377856983435702,-1.0964213053125717e-15
0,4,10,63.83286097963206,6.570427444216255,3,0.951222289813486,False,65.64608675417064,0.021286612813494456,-1.0966698312023293e-15
0,4,11,7.701074367704273,2.539701518037275,3,0.8967965873504196,False,13.955171823800056,0.1520472906390889,-1.808869088357747e-15
0,4,12,174.76995353261012,10.764199571466088,2,0.8466994123716772,False,164.9157984721905,0.007075626345777322,4.295363433174755e-16
