x,y,z,height,multiplicity
0.925,0.4625,0.0,129.47828257262344,6
0.45416666666666666,0.45416666666666666,0.8916666666666667,120.28987189406064,12
0.4625,0.4625,0.7583333333333333,21.905399731342875,12
0.10416666666666667,0.5875,0.925,20.412514618752592,24
0.0375,0.5208333333333334,0.11666666666666667,19.63782954630915,24
0.5333333333333333,0.5916666666666667,0.85,19.363491272034445,24
0.4708333333333333,0.041666666666666664,0.0,19.33495904499344,12
0.0,0.6,0.9083333333333333,18.583317096240094,12
0.25,0.5,0.4666666666666667,15.926398857434556,12
0.14583333333333334,0.4625,0.7083333333333334,14.064730884762303,24
0.7208333333333333,0.5041666666666667,0.3333333333333333,12.775171983617696,24
0.4791666666666667,0.8083333333333333,0.7833333333333333,12.52579650507677,24
0.11666666666666667,0.4625,0.7583333333333333,12.451216269396973,24
0.5041666666666667,0.8125,0.5416666666666666,12.3545594757882,24
0.18333333333333332,0.6916666666666667,0.275,12.23276911087464,24
0.5041666666666667,0.875,0.18333333333333332,12.089398030748635,24
0.7833333333333333,0.5,0.4166666666666667,12.044207469657865,24
0.35833333333333334,0.8375,0.825,11.710015913977161,24
0.49166666666666664,0.24583333333333332,0.7083333333333334,11.18577242120831,12
0.49166666666666664,0.3958333333333333,0.13333333333333333,9.960050496194752,24
0.8541666666666666,0.42916666666666664,0.6333333333333333,9.949435752391006,24
0.0,0.0,0.225,8.503137130830286,2
0.6666666666666666,0.3333333333333333,0.6416666666666667,8.217821278967008,4
0.30416666666666664,0.8375,0.0,8.203772219283401,12
0.10416666666666667,0.05,0.0,7.657383740731197,12
0.19166666666666668,0.5958333333333333,0.4083333333333333,7.103039763162878,12
0.32083333333333336,0.9125,0.0,6.983986372912178,12
0.20833333333333334,0.4583333333333333,0.0,6.027942059025329,12
0.9458333333333333,0.9458333333333333,0.7083333333333334,6.024738164182257,12
0.9333333333333333,0.4666666666666667,0.725,5.894130014303428,12
0.8333333333333334,0.6291666666666667,0.5,5.776197643635519,12
0.9708333333333333,0.9416666666666667,0.08333333333333333,5.4097013740296305,12
0.38333333333333336,0.7666666666666667,0.0,5.389959948706376,6
0.15,0.0,0.8583333333333333,5.318477278216785,12
0.9791666666666666,0.9916666666666667,0.39166666666666666,5.27882317979466,24
0.07083333333333333,0.9291666666666667,0.5,5.2579017775432755,6
0.5875,0.675,0.5,5.178853891358867,12
0.0,0.0,0.6583333333333333,5.045116138519105,2
0.1125,0.5333333333333333,0.0,4.952534382274875,12
0.44583333333333336,0.9583333333333334,0.9,4.946274242550586,24
0.10833333333333334,0.5541666666666667,0.058333333333333334,4.935381192702407,12
0.5,0.5,0.6333333333333333,4.884945361243306,6
0.7875,0.575,0.5416666666666666,4.848532405966262,12
0.3,0.15,0.675,4.842340941334395,12
0.8208333333333333,0.0,0.7833333333333333,4.8051924717623145,12
0.6958333333333333,0.3875,0.26666666666666666,4.672783804818102,24
0.6083333333333333,0.8458333333333333,0.5,4.642227748257733,12
0.6541666666666667,0.825,0.8416666666666667,4.542568145652333,24
0.8583333333333333,0.14166666666666666,0.14166666666666666,4.458519527872472,12
0.9583333333333334,0.9166666666666666,0.058333333333333334,4.433314601077362,12
0.6458333333333334,0.9541666666666667,0.125,4.421065963490471,24
0.8375,0.6916666666666667,0.15,4.416011897934484,24
0.0,0.16666666666666666,0.325,4.38606427299728,12
0.9791666666666666,0.49166666666666664,0.19166666666666668,4.316462924007811,24
